symbol,passed,close,rule_1_weekly_close_gt_weekly_sma20,rule_2_pullback_ge_3pct,rule_3_pullback_le_15pct,rule_4_new_10d_closing_high,rule_5_breakout_ge_5pct,rule_6_breakout_le_20pct,rule_7_strong_close_small_wick,rule_8_macd_line_gt_signal,rule_9_recent_macd_cross,rule_10_volume_surge_1.3x,rule_16_atr_pct_le_8,pullback_pct,atr_pct_of_close,stop_loss_10pct,sma10_exit_level,sma10_already_broken,rule_11_roe_ge_10pct,rule_12_roce_ge_10pct,rule_13_net_sales_gt_0,rule_14_net_profit_gt_0,rule_15_operating_margin_ge_10pct,roe_pct,roce_pct,operating_margin_pct
INTU,False,291.09,False,False,True,False,False,True,False,True,False,False,True,2.8,4.97,261.98,281.15,False,True,True,True,True,True,18.8,18.2,47.0
IP,False,37.56,True,True,True,False,False,True,False,False,True,False,True,4.6,3.53,33.8,37.4,False,False,False,True,True,False,-23.7,8.0,4.0
IQV,False,206.26,True,True,True,False,False,True,False,True,False,False,True,3.1,3.14,185.63,207.38,True,True,True,True,True,True,21.9,10.2,20.9
IR,False,82.24,False,True,True,False,False,True,False,True,True,False,True,3.9,3.27,74.02,79.57,False,False,False,True,True,True,5.7,7.0,44.6
IRM,False,123.82,True,True,True,True,False,True,True,True,True,False,True,4.3,3.33,111.44,120.26,False,False,False,True,True,True,4.4,6.2,30.7
ISRG,False,345.42,False,True,False,False,False,True,True,False,True,True,True,22.4,4.97,310.88,401.69,True,True,True,True,True,True,16.3,16.2,30.9
IT,False,140.19,False,True,True,False,False,True,True,True,True,False,True,3.7,4.97,126.17,136.76,False,True,True,True,True,True,1150.5,27.2,67.1
ITW,False,276.05,True,False,True,False,False,True,False,True,True,False,True,2.9,2.17,248.44,271.9,False,True,True,True,True,True,37.2,38.6,28.2
IVZ,False,29.63,True,True,True,False,False,True,False,True,True,False,True,5.5,3.43,26.67,28.72,False,False,False,True,True,True,4.4,-3.0,24.8
J,False,131.75,True,False,True,False,False,True,False,True,False,False,True,1.3,2.81,118.58,129.02,False,False,True,True,False,False,8.8,10.4,-2.1
JBHT,False,291.41,True,True,True,False,False,True,True,True,True,False,True,3.5,3.37,262.27,282.17,False,True,True,True,True,True,16.6,13.2,11.2
JCI,False,140.46,True,True,True,False,False,True,False,False,True,False,True,6.9,3.55,126.41,142.06,True,True,False,True,True,False,24.3,3.2,9.6
JKHY,False,151.67,True,True,True,False,False,True,False,True,False,False,True,3.1,3.21,136.5,149.11,False,True,True,True,True,True,21.3,21.0,40.3
JNJ,False,253.04,True,True,True,False,False,True,False,False,True,False,True,6.5,2.45,227.74,256.77,True,True,True,True,True,True,33.0,15.1,31.6
KDP,False,30.91,True,True,True,False,False,True,True,False,True,False,True,9.2,3.1,27.82,31.07,True,False,False,True,True,True,8.2,5.7,19.0
KEYS,False,315.9,False,True,True,False,False,True,True,False,True,False,True,9.7,4.57,284.31,318.82,True,True,False,True,True,True,13.4,9.6,23.7
KLAC,False,212.75,True,True,False,False,False,True,False,False,True,False,False,23.5,8.5,191.47,224.12,True,True,False,True,True,True,69.7,5.9,25.4
KMB,False,108.35,True,True,True,False,False,True,True,False,True,False,True,7.8,2.79,97.51,110.19,True,True,True,True,True,True,112.5,22.9,18.1
KMI,False,32.3,False,False,True,False,False,True,True,True,True,True,True,2.0,2.08,29.07,32.3,True,False,False,True,True,True,9.8,7.0,29.9
KO,False,81.56,True,True,True,False,False,True,True,False,True,True,True,5.7,2.32,73.4,83.28,True,True,True,True,True,True,39.0,16.8,35.0
KR,False,58.82,False,True,True,False,False,True,False,True,True,False,True,4.7,3.1,52.94,58.86,True,True,False,True,False,False,15.7,5.8,-4.6
KVUE,False,18.98,True,True,True,False,False,True,False,False,True,True,True,6.4,2.34,17.08,19.2,True,True,True,True,True,True,13.9,11.5,19.6
LDOS,False,106.48,False,True,True,False,False,True,False,True,True,False,True,4.7,3.62,95.83,107.42,True,True,True,True,True,True,28.9,17.2,11.5
LH,False,283.36,True,True,True,False,False,True,False,False,True,False,True,4.2,2.66,255.02,279.01,False,True,False,True,True,True,10.0,8.4,10.8
LII,False,543.93,True,True,True,False,False,True,False,False,True,False,True,6.9,3.51,489.54,551.73,True,True,True,True,True,True,66.4,34.7,14.4
LIN,False,513.22,True,True,True,False,False,True,False,False,True,True,True,6.7,2.27,461.9,525.65,True,True,True,True,True,True,17.9,12.6,27.8
LMT,False,508.77,False,True,True,False,False,True,False,False,True,False,True,7.3,2.59,457.89,521.52,True,True,True,True,True,True,67.0,20.8,11.4
LNT,False,74.82,True,True,True,False,False,True,True,False,True,False,True,5.3,1.92,67.34,76.08,True,True,False,True,True,True,10.9,4.4,21.0
LOW,False,208.73,False,True,True,False,False,True,True,False,True,False,True,8.9,3.02,187.86,213.21,True,False,True,True,True,True,-71.8,29.3,11.1
LRCX,False,313.3,True,True,False,False,False,True,False,False,True,False,False,23.9,8.65,281.97,335.87,True,True,True,True,True,True,50.6,37.9,310.6
LULU,False,116.33,False,True,True,False,False,True,False,True,False,False,True,5.2,3.99,104.7,117.03,True,True,True,True,True,True,32.7,32.8,11.2
LUV,False,48.08,True,True,True,False,False,True,True,False,True,False,True,8.0,3.49,43.27,48.88,True,False,False,True,True,False,6.4,2.5,5.7
LVS,False,45.36,False,True,True,False,False,True,True,True,True,False,True,5.3,2.68,40.82,45.85,True,True,True,True,True,True,135.8,17.0,25.2
LYB,False,59.17,False,False,True,True,False,True,False,True,True,False,True,1.7,3.55,53.25,56.69,False,True,False,True,True,False,33.8,-1.6,3.3
LYV,False,180.22,True,True,True,False,False,True,True,False,True,False,True,5.2,2.6,162.2,181.5,True,False,True,True,False,False,-355.8,11.7,-9.8
MA,False,543.6,True,False,True,False,False,True,True,True,False,False,True,2.1,2.3,489.24,534.06,False,True,True,True,True,True,46.4,64.0,58.4
MAR,False,366.24,True,True,True,False,False,True,True,False,True,True,True,5.3,2.4,329.62,371.27,True,False,True,True,True,True,-63.6,21.4,16.0
MAS,False,78.65,True,True,True,False,False,True,False,False,True,False,True,5.8,3.09,70.79,78.15,False,False,True,True,True,True,-334.7,34.9,16.5
MCD,False,267.71,False,True,True,False,False,True,True,False,True,False,True,6.9,2.36,240.94,273.87,True,False,True,True,True,True,-665.9,22.2,45.3
MCHP,False,80.96,True,True,True,False,False,True,True,False,True,False,True,14.1,6.03,72.86,85.43,True,False,False,True,True,True,3.6,3.7,11.5
MCK,False,841.39,False,False,True,True,False,True,False,True,True,False,True,0.5,2.64,757.25,810.37,False,False,True,True,True,False,-219.2,40.6,5.4
MCO,False,510.86,True,False,True,False,False,True,False,True,True,True,True,2.3,2.71,459.77,498.35,False,True,True,True,True,True,82.1,30.2,80.7
MDLZ,False,61.0,False,False,True,False,False,True,False,True,True,False,True,1.4,2.74,54.9,59.58,False,False,False,True,True,False,9.5,7.5,8.0
MDT,False,83.2,True,True,True,False,False,True,False,True,True,False,True,3.8,2.86,74.88,82.53,False,False,False,True,True,True,9.7,7.9,16.2
MELI,False,1813.91,True,True,True,False,False,True,True,True,False,False,True,6.1,3.3,1632.52,1834.44,True,True,True,True,True,False,27.4,21.4,6.9
META,False,646.01,True,True,True,False,False,True,False,True,True,True,True,8.8,4.08,581.41,642.93,False,True,True,True,True,True,24.8,23.9,166.6
MGM,False,46.13,True,True,True,False,False,True,True,False,True,False,True,4.7,2.67,41.52,46.72,True,False,False,True,True,True,8.5,2.6,12.1
MKC,False,51.7,True,True,True,False,False,True,True,False,True,False,True,4.8,3.43,46.53,52.17,True,True,False,True,True,True,11.3,8.3,14.3
MLM,False,562.59,False,True,True,False,False,True,False,False,True,False,True,7.5,3.17,506.33,577.1,True,True,False,True,True,True,10.1,7.4,11.9
MMM,False,159.84,True,False,True,False,False,True,True,False,True,False,True,2.2,2.54,143.86,158.11,False,True,True,True,True,True,99.6,17.5,23.2
MNST,False,97.5,True,True,True,False,False,True,True,False,True,False,True,3.4,2.12,87.75,97.35,False,True,True,True,True,True,21.8,26.8,31.0
MO,False,74.21,True,False,True,True,False,True,False,True,True,False,True,0.6,2.38,66.79,72.08,False,False,True,True,True,True,-216.4,37.8,54.5
MOS,False,22.13,False,True,True,False,False,True,False,True,True,False,True,5.6,4.13,19.92,21.82,False,False,False,True,False,False,4.6,4.1,-12.4
MPC,False,312.6,True,False,True,True,False,True,False,True,True,False,True,0.5,2.81,281.34,290.09,False,True,True,True,True,False,24.2,13.0,6.7
MPWR,False,1312.0,False,True,True,False,False,True,True,True,True,False,True,12.5,7.13,1180.8,1329.94,True,True,True,True,True,True,16.9,18.4,226.5
MRNA,False,61.82,True,True,False,False,False,True,False,False,True,False,True,28.7,7.62,55.64,70.79,True,False,False,True,False,False,-38.1,-33.8,-403.5
MRSH,False,182.18,True,False,True,True,False,True,False,True,False,False,True,0.7,2.39,163.96,178.92,False,False,True,True,True,True,-106.0,16.5,23.1
MRVL,False,188.68,True,True,False,False,False,True,False,False,True,False,False,35.3,11.88,169.81,221.4,True,True,False,True,True,True,14.7,5.4,14.0
MSCI,False,628.66,True,False,True,False,False,True,False,True,True,False,True,2.4,2.9,565.79,615.37,False,False,True,True,True,True,-43.3,43.6,127.6
MSFT,False,393.82,False,True,True,False,False,True,False,True,True,False,True,4.1,3.07,354.44,389.48,False,True,True,True,True,True,24.6,23.1,192.4
MSI,False,413.31,False,True,True,False,False,True,False,False,True,False,True,4.8,2.32,371.98,417.41,True,True,True,True,True,True,84.7,22.1,35.8
MSTR,False,94.85,False,True,True,False,False,True,True,True,True,False,False,14.0,8.3,85.36,95.66,True,False,False,True,False,False,-10.5,-10.1,-11244.3
NCLH,False,19.46,True,True,True,False,False,True,False,False,True,False,True,9.4,4.41,17.51,19.38,False,True,False,True,True,True,17.4,8.9,18.0
NDAQ,False,91.64,True,True,True,False,False,True,False,True,True,False,True,4.1,3.07,82.48,88.54,False,True,True,True,True,True,14.9,10.2,57.1
NDSN,False,288.98,True,True,True,False,False,True,False,False,True,False,True,3.0,2.35,260.08,288.01,False,True,True,True,True,True,15.1,13.0,33.9
NEE,False,88.8,False,False,True,False,False,True,True,True,False,False,True,1.7,1.79,79.92,88.36,False,True,False,True,True,True,12.4,4.2,50.3
NFLX,False,68.95,False,True,False,False,False,True,True,True,True,True,True,17.0,4.1,62.05,74.1,True,True,True,True,True,True,36.4,28.8,33.4
NI,False,45.98,False,True,True,False,False,True,False,False,True,False,True,4.7,1.98,41.38,46.66,True,False,False,True,True,True,9.6,5.6,76.1
NOC,False,521.57,False,True,True,False,False,True,False,True,True,False,True,5.8,2.7,469.41,534.97,True,True,True,True,True,True,24.4,12.1,10.0
NOW,False,103.24,True,True,True,False,False,True,False,False,True,False,True,9.8,5.75,92.92,107.11,True,True,True,True,True,True,14.9,12.7,79.7
NRG,False,129.11,False,True,True,False,False,True,False,False,True,False,True,11.2,4.33,116.2,137.5,True,True,False,True,True,False,17.7,6.5,3.2
NSC,False,340.16,True,False,True,True,False,True,False,True,False,False,True,0.6,1.78,306.14,327.63,False,True,True,True,True,True,18.2,10.4,32.3
NTAP,False,163.88,True,True,True,False,False,True,True,False,True,False,True,11.3,4.96,147.49,165.95,True,True,True,True,True,True,94.4,24.9,26.6
NVDA,False,202.81,True,True,True,False,False,True,False,True,True,False,True,7.4,3.69,182.53,204.84,True,True,True,True,True,True,61.4,60.5,65.6
NXPI,False,266.53,True,True,True,False,False,True,False,False,True,False,True,13.3,5.3,239.88,279.87,True,True,True,True,True,True,18.5,13.0,47.3
ODFL,False,233.84,True,False,True,False,False,True,False,True,True,False,True,1.7,3.27,210.46,226.14,False,True,True,True,True,True,23.3,26.9,23.8
OKE,False,93.52,True,False,True,True,False,True,False,True,True,False,True,1.1,2.51,84.17,91.03,False,True,False,True,True,True,15.2,9.5,38.3
OMC,False,81.73,True,True,True,False,False,True,True,True,True,False,True,3.2,3.24,73.56,81.22,False,False,False,True,True,True,-0.6,1.8,10.4
ON,False,87.37,True,True,False,False,False,True,False,False,True,False,False,18.8,8.51,78.63,92.55,True,False,False,True,False,False,1.7,0.8,-3.9
ORCL,False,126.41,False,True,False,False,False,True,True,False,True,False,True,18.5,6.7,113.77,135.33,True,True,False,True,True,True,40.2,9.4,55.9
ORLY,False,86.05,False,True,True,False,False,True,False,False,True,False,True,8.8,3.18,77.45,85.53,False,False,True,True,True,True,-237.9,44.9,18.5
OTIS,False,73.45,False,True,True,False,False,True,True,True,False,False,True,3.1,2.44,66.1,73.07,False,False,True,True,True,True,-24.4,75.7,18.2
PAYX,False,114.39,True,False,True,False,False,True,False,True,True,False,True,2.4,3.05,102.95,109.33,False,True,True,True,True,True,47.1,26.9,43.8
PCG,False,17.32,False,True,True,False,False,True,True,True,False,False,True,3.0,2.23,15.59,17.26,False,False,False,True,False,True,3.7,3.7,21.4
PEG,False,78.64,False,True,True,False,False,True,False,False,True,False,True,5.3,1.96,70.78,80.4,True,True,False,True,True,True,16.1,5.6,27.9
PEP,False,137.12,False,True,True,False,False,True,True,False,True,False,True,8.6,2.75,123.41,139.19,True,True,True,True,True,True,37.3,14.9,16.6
PG,False,149.98,False,False,True,False,False,True,False,False,True,False,True,2.7,2.25,134.98,148.83,False,True,True,True,True,True,29.2,22.7,21.5
PKG,False,233.07,True,True,True,False,False,True,False,False,True,False,True,4.1,2.68,209.76,229.31,False,True,True,True,True,True,16.9,11.4,10.6
PLTR,False,132.38,False,True,True,False,False,True,False,True,True,False,True,7.1,5.23,119.14,131.93,False,True,True,True,True,True,19.2,16.0,46.2
PM,False,192.98,True,False,True,True,False,True,False,True,True,False,True,-0.3,2.72,173.68,184.22,False,False,True,True,True,True,-122.3,34.9,38.4
PNR,False,62.45,False,True,False,False,False,True,True,False,True,False,True,20.3,5.43,56.21,71.94,True,True,True,True,True,True,14.4,14.0,20.8
PNW,False,107.73,True,False,True,False,False,True,True,False,True,False,True,2.8,1.93,96.96,107.99,True,False,False,True,True,True,5.0,3.8,11.4
PODD,False,164.06,False,True,True,False,False,True,False,True,False,False,True,6.4,4.06,147.65,160.73,False,True,True,True,True,True,19.0,20.6,16.0
POOL,False,201.17,True,True,True,False,False,True,True,False,True,False,True,9.3,4.05,181.05,207.98,True,True,True,True,True,False,35.9,21.1,7.3
PPG,False,117.36,True,True,True,False,False,True,True,False,True,False,True,6.6,3.07,105.62,117.11,False,True,True,True,True,True,19.4,15.6,15.4
PPL,False,35.85,False,True,True,False,False,True,True,False,True,False,True,3.6,2.0,32.26,36.0,True,False,False,True,True,True,8.5,5.1,26.9
PSKY,False,8.75,False,True,False,False,False,True,True,False,True,True,True,16.4,4.73,7.88,9.43,True,False,False,True,True,False,-5.0,-0.3,8.4
PTC,False,124.37,False,False,True,False,False,True,False,True,True,True,True,2.9,3.58,111.93,124.44,True,True,True,True,True,True,19.0,18.5,38.2
PYPL,False,56.56,True,True,True,False,False,True,False,True,False,False,True,3.4,3.44,50.9,49.07,False,True,True,True,True,True,26.1,18.4,17.8
QCOM,False,171.78,True,True,False,False,False,True,True,False,True,False,True,16.0,6.94,154.6,181.87,True,True,True,True,True,True,112.9,26.1,21.8
RCL,False,286.96,True,True,True,False,False,True,False,False,True,False,True,8.3,4.1,258.26,286.92,False,True,True,True,True,True,43.5,15.9,57.3
REGN,False,676.69,False,False,True,False,False,True,False,True,False,False,True,1.2,2.47,609.02,666.07,False,True,True,True,True,True,14.3,10.0,42.5
RL,False,380.45,True,True,True,False,False,True,True,False,True,False,True,6.6,3.46,342.41,384.06,True,True,True,True,True,True,33.1,19.9,19.6
RMD,False,198.99,False,True,True,False,False,True,False,False,True,False,True,10.9,3.51,179.09,204.81,True,True,True,True,True,True,21.6,22.7,65.0
ROL,False,45.11,False,False,True,False,False,True,True,True,True,False,True,1.7,2.77,40.6,44.41,False,True,True,True,True,True,38.1,30.7,22.8
ROP,False,363.14,True,True,True,False,False,True,False,True,False,False,True,4.6,2.94,326.83,357.78,False,False,False,True,True,True,8.2,7.2,27.2
ROST,False,233.46,True,False,True,True,False,True,False,True,True,False,True,0.8,2.58,210.11,221.96,False,True,True,True,True,True,34.0,25.4,13.4
RSG,False,222.31,True,False,True,False,False,True,True,True,False,False,True,2.2,2.24,200.08,220.3,False,True,True,True,True,True,17.9,10.7,17.7
RTX,False,193.51,True,True,True,False,False,True,False,False,True,False,True,5.4,2.29,174.16,196.18,True,True,False,True,True,True,10.2,8.3,12.7
SBAC,False,185.69,False,True,True,False,False,True,False,True,True,False,True,3.9,3.11,167.12,185.05,False,False,True,True,True,True,-22.2,16.0,48.7
SBUX,False,105.49,True,True,True,False,False,True,True,True,False,False,True,3.3,2.68,94.94,105.45,False,False,True,True,True,False,-21.9,15.4,8.7
SHOP,False,123.56,True,True,True,False,False,True,True,True,False,False,True,7.4,4.73,111.2,122.95,False,False,True,True,False,True,9.8,11.5,12.1
SHW,False,331.32,True,True,True,False,False,True,False,False,True,False,True,6.6,2.71,298.19,334.72,True,True,True,True,True,True,58.0,22.1,27.1
SJM,False,112.01,True,True,True,False,False,True,True,False,True,False,True,4.9,2.99,100.81,111.4,False,False,False,True,False,False,-2.5,2.6,-23.4
SLB,False,46.99,False,True,True,False,False,True,False,True,True,True,True,4.7,2.77,42.29,47.11,True,True,True,True,True,True,12.9,16.3,21.1
SMCI,False,24.18,False,True,False,False,False,True,False,False,True,False,False,20.0,9.35,21.76,26.92,True,True,False,True,True,True,13.8,8.2,101.8
SNA,False,410.99,True,False,True,False,False,True,False,True,True,False,True,1.6,2.0,369.89,406.08,False,True,True,True,True,True,17.1,18.4,24.4
SNDK,False,1354.82,True,True,False,False,False,True,False,False,True,False,False,35.4,15.29,1219.34,1667.62,True,False,False,True,True,True,-11.9,-9.1,69.1
SNPS,False,384.27,False,True,False,False,False,True,True,False,True,True,True,19.4,4.78,345.85,428.86,True,False,False,True,True,True,4.4,2.1,15.4
SO,False,95.3,True,True,True,False,False,True,False,False,True,False,True,4.2,1.89,85.77,95.88,True,True,False,True,True,True,12.1,5.1,24.0
SOLV,False,81.31,True,False,True,False,False,True,False,True,True,False,True,1.6,2.95,73.18,77.71,False,True,True,True,True,False,31.3,20.3,4.0
SPGI,False,450.84,True,False,True,False,False,True,False,True,True,False,True,2.0,2.97,405.76,441.43,False,True,True,True,True,True,14.3,12.6,127.8
STE,False,217.84,False,False,True,False,False,True,False,True,False,False,True,2.0,2.78,196.06,214.64,False,True,True,True,True,True,10.9,11.5,18.3
STLD,False,235.51,True,True,True,False,False,True,True,True,True,False,True,3.8,3.48,211.96,230.95,False,True,True,True,True,True,12.9,10.1,11.7
STZ,False,132.87,False,True,True,False,False,True,True,False,True,False,True,5.2,3.5,119.58,132.54,False,True,True,True,True,True,20.4,14.5,34.7
SW,False,44.3,True,True,True,False,False,True,False,False,True,False,True,5.5,3.89,39.87,43.87,False,False,False,True,True,False,3.9,4.5,3.3
SWK,False,90.17,True,True,True,False,False,True,False,False,True,False,True,4.3,3.45,81.15,88.65,False,False,True,True,True,True,4.5,13.7,10.3
SWKS,False,59.35,False,True,False,False,False,True,True,False,True,False,True,16.4,5.8,53.41,58.98,False,False,False,True,True,False,8.3,7.6,4.5
SYK,False,319.87,True,True,True,False,False,True,True,False,True,False,True,5.4,3.45,287.88,324.82,True,True,True,True,True,True,27.7,12.2,15.5
SYY,False,81.69,True,True,True,False,False,True,False,False,True,False,True,4.9,2.28,73.52,82.89,True,True,True,True,True,False,79.6,17.2,3.0
T,False,21.81,False,False,True,False,False,True,False,True,True,False,True,2.3,3.08,19.63,21.3,False,True,False,True,True,True,17.5,6.5,21.1
TAP,False,40.93,False,False,True,False,False,True,False,True,True,False,True,2.7,3.41,36.84,39.59,False,False,False,True,False,False,-20.9,-13.4,-152.1
TDG,False,1214.43,True,True,True,False,False,True,False,False,True,False,True,11.1,2.95,1092.99,1268.73,True,False,True,True,True,True,-22.1,18.1,46.3
TECH,False,72.12,True,False,True,True,False,True,True,False,True,False,True,0.4,1.82,64.91,71.29,False,False,False,True,True,True,3.5,4.3,24.2
TEL,False,203.31,False,True,True,True,False,True,True,True,True,False,True,4.3,3.35,182.98,199.99,False,True,True,True,True,True,14.8,15.1,20.1
TER,False,322.36,True,True,False,False,False,True,False,False,True,False,False,30.9,10.14,290.12,347.77,True,True,True,True,True,True,17.6,19.0,36.9
TGT,False,139.6,True,False,True,False,False,True,False,True,True,False,True,2.4,3.05,125.64,134.04,False,True,True,True,True,False,22.6,13.2,6.6
TJX,False,154.46,False,False,True,False,False,True,False,True,True,False,True,1.2,2.34,139.01,152.15,False,True,True,True,True,True,52.8,20.4,16.5
TKO,False,185.13,False,True,True,False,False,True,False,False,True,False,True,9.3,3.6,166.62,187.25,True,False,False,True,True,True,5.8,6.0,21.2
TMO,False,532.48,True,False,True,False,False,True,True,True,False,False,True,2.4,2.55,479.23,526.96,False,True,False,True,True,True,12.9,7.9,31.8
TMUS,False,192.43,False,False,True,False,False,True,True,True,True,False,True,2.2,2.97,173.19,186.42,False,True,False,True,True,True,19.7,9.4,42.5
TPL,False,415.7,False,True,True,False,False,True,False,True,False,True,True,4.1,4.19,374.13,405.88,False,True,True,True,True,True,30.9,35.9,77.0
TPR,False,141.46,False,True,True,False,False,True,False,False,True,False,True,5.5,3.68,127.31,141.0,False,True,False,True,True,True,26.8,8.3,31.0
TRGP,False,282.91,True,False,True,True,False,True,False,True,True,False,True,0.7,2.44,254.62,276.39,False,True,True,True,True,True,61.3,14.0,20.7
TRMB,False,52.72,False,True,True,False,False,True,False,True,False,False,True,3.4,3.32,47.45,52.64,False,False,False,True,True,True,7.5,7.8,16.0
TSCO,False,30.51,False,True,True,False,False,True,False,True,False,False,True,7.0,3.59,27.46,30.33,False,True,True,True,True,False,43.6,16.8,6.5
TSLA,False,380.84,True,True,True,False,False,True,False,False,True,False,True,12.8,4.43,342.76,398.83,True,False,False,True,True,False,4.5,4.0,4.2
TSN,False,57.77,False,True,True,False,False,True,False,True,False,False,True,4.8,2.28,51.99,57.99,True,False,False,True,True,False,2.6,3.6,3.2
TT,False,469.98,True,True,True,False,False,True,False,False,True,False,True,6.3,3.24,422.98,477.56,True,True,True,True,True,True,34.0,25.7,20.3
TTD,False,18.59,False,True,True,False,False,True,False,True,True,True,True,10.6,5.38,16.73,19.27,True,True,True,True,True,False,18.1,20.7,9.7
TTWO,False,236.68,True,True,True,False,False,True,False,False,True,True,True,12.6,3.4,213.01,245.81,True,False,False,True,False,False,-8.5,-1.5,-2.3
TXN,False,284.02,True,True,True,False,False,True,False,False,True,False,True,11.4,5.1,255.62,299.87,True,True,True,True,True,True,29.8,19.2,37.5
TYL,False,319.51,False,True,True,False,False,True,False,True,True,False,True,4.9,4.0,287.56,313.0,False,False,False,True,True,True,8.9,9.5,74.0
UAL,False,115.41,True,True,False,False,False,True,False,False,True,False,True,17.7,4.39,103.87,123.88,True,True,False,True,True,True,20.1,8.3,10.2
UBER,False,72.46,True,True,True,False,False,True,True,False,True,False,True,6.0,3.47,65.21,73.47,True,True,True,True,True,True,40.6,11.6,14.6
UHS,False,151.16,False,True,True,False,False,True,False,True,False,False,True,6.9,3.46,136.04,153.62,True,True,True,True,True,True,19.9,16.0,11.2
ULTA,False,479.57,False,False,True,True,False,True,False,True,False,False,True,1.5,3.02,431.61,465.78,False,True,True,True,True,True,44.7,33.4,14.2
UNH,False,426.09,True,True,True,False,False,True,False,False,True,False,True,7.9,2.92,383.48,425.03,False,True,False,True,True,False,36.5,9.6,8.0
UNP,False,301.75,True,False,True,True,False,True,False,True,True,False,True,0.7,1.89,271.57,288.56,False,True,True,True,True,True,36.8,15.1,44.2
UPS,False,117.72,True,False,True,True,False,True,False,True,True,False,True,0.9,2.39,105.95,112.95,False,True,True,True,True,False,35.3,13.8,5.5
URI,False,1045.21,True,True,True,False,False,True,False,False,True,False,True,7.4,3.09,940.69,1072.69,True,True,True,True,True,True,27.8,15.4,21.8
V,False,358.56,True,False,True,False,False,True,True,True,False,False,True,2.2,2.32,322.7,354.68,False,True,True,True,True,True,75.9,36.4,123.9
VEEV,False,195.38,True,True,True,False,False,True,False,True,False,False,True,3.0,3.71,175.84,192.86,False,True,True,True,True,True,12.4,12.3,77.2
VLO,False,309.65,True,False,True,True,False,True,True,True,False,False,True,0.4,3.39,278.68,288.12,False,False,False,True,True,False,9.8,7.1,5.3
VLTO,False,93.81,True,False,True,False,False,True,False,True,False,False,True,1.1,2.44,84.43,92.59,False,True,True,True,True,True,31.3,22.5,23.8
VMC,False,288.33,True,True,True,False,False,True,False,False,True,False,True,6.1,3.15,259.5,293.09,True,True,True,True,True,True,12.7,10.3,12.1
VRSK,False,200.68,True,False,True,False,False,True,False,True,True,False,True,2.5,3.31,180.61,192.05,False,False,True,True,True,True,-77.8,39.3,58.8
VRSN,False,277.66,True,False,True,True,False,True,True,True,True,False,True,1.9,2.6,249.89,269.61,False,False,False,True,True,True,-14.5,-1936.1,68.5
VRTX,False,485.65,True,True,True,False,False,True,False,False,True,False,True,9.7,2.93,437.08,493.75,True,True,True,True,True,True,20.4,18.5,177.6
VST,False,155.44,True,True,True,False,False,True,True,False,True,False,True,11.9,4.67,139.9,156.94,True,True,False,True,True,True,16.9,6.1,26.6
VTRS,False,17.29,True,False,True,False,False,True,False,True,True,False,True,0.9,2.78,15.56,16.7,False,False,False,True,False,False,-0.0,-8.9,-2.3
VZ,False,43.59,False,False,True,False,False,True,True,True,True,False,True,2.1,2.93,39.23,42.69,False,True,False,True,True,True,16.4,8.4,23.9
WAB,False,262.08,True,True,True,False,False,True,False,False,True,False,True,3.4,2.54,235.87,260.9,False,True,True,True,True,True,10.5,10.3,81.0
WAT,False,368.98,True,True,True,False,False,True,False,False,True,False,True,4.2,2.81,332.08,374.72,True,False,False,True,False,False,4.2,3.6,-3.7
WBD,False,26.87,False,True,True,False,False,True,True,True,True,False,True,3.1,1.9,24.18,26.76,False,False,False,True,False,False,2.2,0.9,-24.7
WDAY,False,144.78,True,True,True,False,False,True,False,True,True,False,True,4.1,5.25,130.3,141.35,False,True,False,True,True,True,10.4,7.5,54.6
WDC,False,477.22,True,True,False,False,False,True,False,False,True,False,False,29.4,11.43,429.5,539.72,True,True,True,True,True,True,19.5,22.4,35.7
WEC,False,113.35,True,True,True,False,False,True,True,False,True,False,True,5.9,1.93,102.01,115.21,True,False,False,True,True,True,6.7,4.7,28.5
WM,False,239.31,True,False,True,False,False,True,True,True,False,False,True,2.5,2.27,215.38,235.05,False,True,True,True,True,True,27.0,10.6,31.7
WMB,False,73.38,True,True,True,False,False,True,True,False,True,False,True,4.9,2.67,66.04,74.66,True,True,False,True,True,True,20.2,7.6,43.6
WMT,False,114.24,False,False,True,False,False,True,False,True,True,False,True,2.0,2.51,102.82,113.16,False,True,True,True,True,False,23.2,17.0,4.2
WSM,False,228.41,True,True,True,True,False,True,False,False,True,False,True,3.0,3.19,205.57,222.28,False,True,True,True,True,True,58.2,42.9,16.2
WST,False,358.24,True,False,True,False,False,True,False,False,True,False,True,2.6,2.22,322.42,357.58,False,True,True,True,True,True,16.5,17.0,25.5
WTW,False,293.43,True,False,True,False,False,True,False,True,False,True,True,1.4,2.58,264.09,291.01,False,True,True,True,True,True,20.1,13.9,18.6
WY,False,24.49,False,False,True,True,False,True,False,True,True,False,True,1.9,2.74,22.04,23.52,False,False,False,True,True,True,3.4,4.8,14.3
WYNN,False,96.64,False,True,True,False,False,True,True,False,True,False,True,4.7,2.91,86.98,97.36,True,False,True,True,True,True,-154.5,10.2,16.5
XEL,False,78.77,False,True,True,False,False,True,True,False,True,False,True,4.8,2.13,70.89,79.84,True,False,False,True,True,True,8.5,3.3,25.0
XYL,False,122.78,True,False,True,False,False,True,False,True,False,False,True,2.4,2.32,110.5,121.11,False,False,False,True,True,True,8.7,8.6,11.5
